,conf,doi,fig_num,width,height,colors,visual_density
4515,icse-icse2024,10_1145-3597503_3639191,5,432,263,"[('FFFFFF', 0.30090832277144064), ('FEFEFE', 0.0020595690747782004), ('FEFFFF', 0.0020331643430502745), ('000000', 0.0017251091395578087), ('F6F8FD', 0.0016722996761019575), ('0E1A31', 0.0016722996761019575), ('1C3362', 0.0016722996761019575), ('A9B8D6', 0.0016722996761019575), ('6D85B2', 0.0016634980988593155), ('E3DC75', 0.0014258555133079848)]",0.660417546824388
4516,icse-icse2024,10_1145-3597503_3623350,4,493,653,"[('FFFFFF', 0.7817748634015574), ('D8D8D8', 0.020631878457672344), ('000000', 0.01968446458691202), ('BFBFBF', 0.016140204827772585), ('A0A0A0', 0.00652939002078098), ('CECECE', 0.004084751606720736), ('DFDFDF', 0.0024694886139490385), ('ACACAC', 0.00208741679065881), ('808080', 0.0019196779414094411), ('FDFDFD', 0.0015593500430219087)]",0.202280627094794
4517,icse-icse2024,10_1145-3597503_3623329,5,452,256,"[('FFFFFF', 0.25140866980088494), ('E1E1E1', 0.020654728982300884), ('E0E0E0', 0.01904728982300885), ('DFDFDF', 0.014708932522123894), ('DEDEDE', 0.011390348451327434), ('DDDDDD', 0.009981678650442478), ('E2E2E2', 0.008616219579646018), ('DCDCDC', 0.008573008849557522), ('B9B9B9', 0.008253249446902654), ('DBDBDB', 0.0078125)]",0.7447369330752212
4518,icse-icse2024,10_1145-3597503_3639092,9,424,245,"[('FFFFFF', 0.9324316519060455), ('000000', 0.01258182518290335), ('FF6666', 0.005352329611089719), ('808080', 0.0029842125529457066), ('FFD4D4', 0.0011359260685406237), ('AAAAAA', 0.0009145167500962649), ('BFBFBF', 0.0008856372737774355), ('FFFEFE', 0.0008856372737774355), ('606060', 0.0007989988448209472), ('DFDFDF', 0.0007508663842895649)]",0.0625721986907971
4519,icse-icse2024,10_1145-3597503_3639079,4,456,321,"[('FEFEFE', 0.48466278624911185), ('2876B5', 0.22928622178499208), ('FFFFFF', 0.03489643110892496), ('FDFDFD', 0.00935262611357053), ('2975B4', 0.007043504399628355), ('515050', 0.006162212384543914), ('FDFDFE', 0.005984587637317593), ('2876B4', 0.005711318795430945), ('FDFDFC', 0.004508935891129693), ('FEFEFF', 0.004508935891129693)]",0.4009263813739918
4520,icse-icse2024,10_1145-3597503_3623325,1,482,827,"[('FFFFFF', 0.7691902441961396), ('F2F2F2', 0.011768277080082486), ('E0E0E0', 0.01037093529078256), ('7F7F7F', 0.009066415128419976), ('393939', 0.00855715052657458), ('F1F1F1', 0.0062642054719603425), ('E8E8E8', 0.006246644623620846), ('484848', 0.00416944713432042), ('747474', 0.004001364728785241), ('000000', 0.0034344001966815016)]",0.2003266317791145
4521,icse-icse2024,10_1145-3597503_3639209,9,472,229,"[('FFFFFF', 0.8668122270742358), ('FEFEFE', 0.015570646140182073), ('F9F9F9', 0.008539338316926949), ('F1F1F1', 0.004958922359558878), ('FAFAFA', 0.004144770927392495), ('FBFBFB', 0.0036451780031085783), ('F7F7F7', 0.003608171119828288), ('70AD47', 0.00354340907408778), ('FDFDFD', 0.0031455850788246614), ('FCFCFC', 0.0030253127081637183)]",0.0824698393901249
4522,icse-icse2024,10_1145-3597503_3623344,3,1048,200,"[('FFFFFF', 0.712824427480916), ('DAE8FC', 0.07008587786259542), ('D5E8D4', 0.041307251908396944), ('FFF2CC', 0.029947519083969466), ('E1D5E7', 0.02538167938931298), ('404040', 0.016087786259541985), ('000000', 0.005162213740458015), ('585858', 0.004799618320610687), ('88A4CE', 0.003859732824427481), ('91AACF', 0.0038501908396946566)]",0.2834685114503822
4523,icse-icse2024,10_1145-3597503_3639582,2,475,105,"[('FFFFFF', 0.8750877192982456), ('808080', 0.018325814536340853), ('7A7A7A', 0.007077694235588973), ('FEFEFE', 0.002285714285714286), ('DFDFDF', 0.00218546365914787), ('000000', 0.0017644110275689222), ('FDFDFD', 0.001744360902255639), ('EFEFEF', 0.0017042606516290727), ('CFCFCF', 0.001644110275689223), ('FCFCFC', 0.0016240601503759399)]",0.1082105263157895
4524,icse-icse2024,10_1145-3597503_3639171,6,506,352,"[('FFFFFF', 0.6887913223140496), ('FEFEFE', 0.04593177326625943), ('FDFDFD', 0.03704972152353575), ('FCFCFC', 0.02909405318002156), ('FBFBFB', 0.02651702299676608), ('FAFAFA', 0.021413492633848365), ('F9F9F9', 0.016910707869205892), ('F7DDD1', 0.008752919511318721), ('F8F8F8', 0.008612558390226375), ('CCE3F2', 0.007523356090549767)]",0.1027611839741269
4525,icse-icse2024,10_1145-3597503_3639088,6,432,311,"[('FFFFFF', 0.625439144932714), ('F2F2F2', 0.19418393473859713), ('F3F3F3', 0.010107776586876265), ('000000', 0.009795164939859474), ('F4F4F4', 0.004800821722043587), ('F5F5F5', 0.003996963201143265), ('F8F8F8', 0.0038704299154459928), ('F0F0F0', 0.0037215672263903776), ('484848', 0.003408955579373586), ('F6F6F6', 0.0032303203525068476)]",0.1404742765273314
4526,icse-icse2024,10_1145-3597503_3623319,6,279,117,"[('FFFFFF', 0.846245749471556), ('000000', 0.012805195600894525), ('BFBFBF', 0.0030634439236589773), ('606060', 0.002818368409766259), ('DFDFDF', 0.0027570995312930797), ('808080', 0.002603927335110131), ('A0A0A0', 0.0024813895781637717), ('404040', 0.0021137763073246943), ('FDFDFD', 0.001991238550378335), ('202020', 0.0018687007934319762)]",0.139570505161903
4527,icse-icse2024,10_1145-3597503_3639095,7,444,115,"[('FFFFFF', 0.8389737563650607), ('000000', 0.035840188014101056), ('BFBFBF', 0.035409322365844105), ('DFDFDF', 0.002291421856639248), ('A0A0A0', 0.001664708186447317), ('808080', 0.0016059537798668233), ('FEFEFE', 0.0012730121425773599), ('FDFDFD', 0.001135918527222875), ('FCFCFC', 0.0009204857030943987), ('FAFAFA', 0.0009009009009009009)]",0.1509988249118684
4528,icse-icse2024,10_1145-3597503_3639096,1,506,264,"[('FFFFFF', 0.6869684992214636), ('000000', 0.03275092825488082), ('F1592A', 0.014163372859025032), ('FEFEFE', 0.0041621751107917115), ('010101', 0.0033986106120493472), ('FDFDFD', 0.0018714816145646185), ('3A3B3A', 0.0016394178943586058), ('343745', 0.001594502335609055), ('313442', 0.0014896993651934364), ('505150', 0.001467241585818661)]",0.2989055575518018
4529,icse-icse2024,10_1145-3597503_3639129,4,502,127,"[('FFFFFF', 0.7861153809957022), ('E6E6E6', 0.013975593688239168), ('E4E4E4', 0.00857985381309408), ('FFFEFE', 0.001615584904476582), ('FEFFFF', 0.0009568027104181698), ('FFFEFD', 0.0009097468394139975), ('FFFFFE', 0.0007058380650625843), ('FFE09E', 0.000658782194058412), ('FFFDFD', 0.0005646704520500675), ('FFFDFC', 0.0005019292907111711)]",0.1896822160178218
4530,icse-icse2024,10_1145-3597503_3639580,8,482,137,"[('FFFFFF', 0.9285671017960445), ('404040', 0.014204803586031439), ('000000', 0.004709695005603174), ('2C2C2C', 0.004633976436381258), ('606060', 0.0007420419783747766), ('BFBFBF', 0.0006814671229972438), ('FAFAFA', 0.0006208922676197111), ('A0A0A0', 0.0005603174122421783), ('585858', 0.0004997425568646455), ('FEFEFE', 0.0004997425568646455)]",0.0670563649029286
4531,icse-icse2024,10_1145-3597503_3623297,3,462,339,"[('FFFFFF', 0.7170057081561506), ('EEEEEE', 0.11722151987638714), ('595959', 0.02654867256637168), ('D5D5D5', 0.018784558607567458), ('D1D1D1', 0.01187602957514462), ('C8C8C8', 0.009194345477531318), ('FCFCFC', 0.0048844960349385125), ('FDFDFD', 0.004565247928079786), ('E5E5E5', 0.003626658493915131), ('C5C5C5', 0.0033265652734679285)]",0.2549515381373788
4532,icse-icse2024,10_1145-3597503_3639117,3,1050,156,"[('FFFFFF', 0.6481807081807082), ('DAE3F3', 0.09024420024420024), ('E2F0D9', 0.08039072039072039), ('000000', 0.03006105006105006), ('141414', 0.011263736263736264), ('8FAADC', 0.005189255189255189), ('A9D18E', 0.005115995115995116), ('D5DFF2', 0.0028327228327228327), ('DFEED5', 0.002777777777777778), ('BECDEA', 0.0027594627594627595)]",0.3450610500610502
4533,icse-icse2024,10_1145-3597503_3639188,12,525,198,"[('FFFFFF', 0.8348436748436748), ('CED4F5', 0.04686868686868687), ('404040', 0.011226551226551227), ('A0A0A0', 0.0019721019721019722), ('25262B', 0.001568061568061568), ('24252A', 0.001568061568061568), ('BFBFBF', 0.0010870610870610871), ('808080', 0.0010004810004810006), ('FDFDFD', 0.0009716209716209716), ('FEFEFE', 0.0008754208754208755)]",0.1539105339105335
4534,icse-icse2024,10_1145-3597503_3623326,8,494,247,"[('FFFFFF', 0.7208936386434789), ('DEEBF7', 0.025873231818256324), ('FFF2CC', 0.01551410447638873), ('FEFEFE', 0.004064974020226524), ('F6FAFD', 0.0038109131439623663), ('FFFCF4', 0.003704371486174171), ('DFECF7', 0.00346670163418512), ('FFF2CB', 0.003433919585634906), ('EEF5FB', 0.0034093330492222457), ('FFF8E6', 0.003237227294333623)]",0.229482535363631
4535,icse-icse2024,10_1145-3597503_3639184,11,968,106,"[('FFFFFF', 0.9056701231872758), ('DDFADA', 0.02716162482457508), ('000000', 0.005905972243879619), ('CACACA', 0.0021830656479026977), ('404040', 0.0007601746452518322), ('606060', 0.0007309371588959925), ('A0A0A0', 0.0007309371588959925), ('DFDFDF', 0.0007211913301107126), ('808080', 0.0006432246998284735), ('202020', 0.0006432246998284735)]",0.0899832371744894
4536,icse-icse2024,10_1145-3597503_3639177,2,488,270,"[('FFFFFF', 0.3157103825136612), ('BCC8D1', 0.14765482695810564), ('D9E8FC', 0.12987249544626595), ('C2E7C2', 0.06905737704918033), ('E5C1F9', 0.02866575591985428), ('AFD8D2', 0.011824529447480267), ('93C1A2', 0.009039162112932604), ('000000', 0.005198846387370977), ('D8E7FC', 0.004758652094717668), ('FFABFF', 0.004576502732240437)]",0.6515027322404391
4537,icse-icse2024,10_1145-3597503_3639140,10,460,292,"[('FFFFFF', 0.8121277546158427), ('515050', 0.015544967242406194), ('EEECED', 0.015016378796902919), ('E3000D', 0.00549434187016081), ('5C5B5B', 0.004608397855866587), ('F5A0A5', 0.003685229303156641), ('E2E2E2', 0.0017421083978558665), ('C5C5C4', 0.0015485407980941036), ('171615', 0.0013475282906491959), ('A9A8A8', 0.0013400833829660512)]",0.1756179273377019
4538,icse-icse2024,10_1145-3597503_3639116,6,481,104,"[('FFFFFF', 0.7292499600191907), ('00FFFF', 0.06852710698864545), ('50FFFF', 0.007596353750199904), ('AFFFFF', 0.007216536062689909), ('FEFEFE', 0.0025587717895410203), ('FCFCFC', 0.0016392131776747161), ('FDFDFD', 0.0016192227730689268), ('F8F8F8', 0.001439309131616824), ('FBFBFB', 0.001359347513193667), ('00FEFE', 0.0013193667039820885)]",0.2488805373420765
4539,icse-icse2024,10_1145-3597503_3623351,6,502,354,"[('FFFFFF', 0.7789238526121502), ('CCCCCC', 0.06019425124361312), ('333333', 0.02012852544623765), ('BDBDBD', 0.007405406622099174), ('5A5A5A', 0.005919823530735814), ('7D7D7D', 0.005914196322056407), ('5B5B5B', 0.0057510072703536134), ('C0C0C0', 0.005745380061674207), ('A3A3A3', 0.005745380061674207), ('000000', 0.005413374749589214)]",0.2101199720890447
4540,icse-icse2024,10_1145-3597503_3639188,9,514,257,"[('FFFFFF', 0.8421626368302321), ('E3E2E2', 0.007221911005465639), ('FEFEFE', 0.002922073006404336), ('FDFEFE', 0.002051507214340868), ('FCFDFE', 0.0019303850171842117), ('FEFEFF', 0.001430755953913004), ('FAFCFD', 0.0013172038940786387), ('FDFDFD', 0.001173371284955109), ('F9FBFD', 0.001135520598343654), ('F7FAFC', 0.0009159866159972142)]",0.1289042983239695
4541,icse-icse2024,10_1145-3597503_3639100,1,966,283,"[('FFFFFF', 0.7879566022137846), ('000000', 0.04539867875249654), ('D6DCE5', 0.031169296724681578), ('767171', 0.009953251541821214), ('D0CECE', 0.00877173730146537), ('404040', 0.005797833037040289), ('3E3E3E', 0.0032372758597985205), ('808080', 0.0028495343443876247), ('848484', 0.0026190841984358652), ('A78BC6', 0.0020484457417934143)]",0.2039813006167294
4542,icse-icse2024,10_1145-3597503_3639190,2,486,300,"[('F7F7F7', 0.8316872427983539), ('FFFFFF', 0.08044581618655693), ('3E3E3E', 0.006728395061728395), ('0000FF', 0.0018587105624142662), ('008080', 0.0018244170096021947), ('1F1F1F', 0.0009945130315500686), ('7C7C7C', 0.0009327846364883402), ('B9B9B9', 0.0009122085048010974), ('5D5D5D', 0.0008847736625514403), ('9B9B9B', 0.0008367626886145405)]",0.0835459533607679
4543,icse-icse2024,10_1145-3597503_3623323,2,910,604,"[('FFFFFF', 0.30935157557674114), ('15607A', 0.13969325376610145), ('FFCA76', 0.1292464158358198), ('FFE59C', 0.07133032530383523), ('7E5703', 0.05293282876064333), ('18A1CD', 0.024199476020668072), ('6CDBFE', 0.006899061203696965), ('16637E', 0.003676952186885962), ('FFCB77', 0.002770904592096645), ('FFCE78', 0.0025907866967469616)]",0.670995560730661
4544,icse-icse2024,10_1145-3597503_3639079,1,506,266,"[('FFFFFF', 0.5977592201848495), ('868685', 0.31599750364052426), ('515050', 0.01518618681090077), ('3F3E3D', 0.003959998811257392), ('6D6C6B', 0.0018276917590418734), ('333231', 0.0015453653897589824), ('9E9E9E', 0.0014339207703052096), ('80807F', 0.0014339207703052096), ('AEAEAD', 0.0010624387054593003), ('818180', 0.0010624387054593003)]",0.396475378168742
4545,icse-icse2024,10_1145-3597503_3639216,8,472,402,"[('FFFFFF', 0.33042942069314446), ('E2F0D9', 0.28482060038789103), ('FFF2CC', 0.17704380639176998), ('DEEBF7', 0.07705645501307024), ('808080', 0.0030672906653174802), ('606060', 0.0027458048739354077), ('DFDFDF', 0.002724723838434944), ('A0A0A0', 0.002719453579559828), ('000000', 0.002050130702420103), ('D9D9D9', 0.0007325659836411165)]",0.6662134244034068
4546,icse-icse2024,10_1145-3597503_3623329,1,476,250,"[('FFFFFF', 0.5130756302521008), ('00ACB6', 0.07894957983193278), ('F5F5DC', 0.05921008403361345), ('FFE4C4', 0.055142857142857146), ('E6E6E6', 0.03823529411764706), ('FCFCFC', 0.005588235294117647), ('E5E5E5', 0.004697478991596639), ('EEEEEE', 0.004369747899159664), ('FEFEFE', 0.0037983193277310924), ('F5F5DD', 0.002403361344537815)]",0.4528655462184866
4547,icse-icse2024,10_1145-3597503_3639129,6,402,245,"[('F5F5F5', 0.3335363996344807), ('DEEAF7', 0.17233221646867702), ('FFFFFF', 0.16884962940400042), ('FEE699', 0.060930043659254744), ('F8CECC', 0.045669611128033305), ('F8CBAD', 0.04524317189562392), ('FAD9D5', 0.04149659863945578), ('E6E6E6', 0.017484008528784647), ('666666', 0.010011168646563103), ('ECECEC', 0.0071377804853284595)]",0.495349781703726
4548,icse-icse2024,10_1145-3597503_3639141,3,494,157,"[('F5F5F5', 0.5878826168802702), ('FFFFFF', 0.06045797983444648), ('FDFDFD', 0.04505015601227468), ('F7F7F7', 0.03535418654426365), ('FAFAFA', 0.03265942907243611), ('F6F6F6', 0.011230305062018102), ('FCFCFC', 0.008819206271435572), ('F8F8F8', 0.007620103664354418), ('F9F9F9', 0.006910956961241909), ('FBFBFB', 0.0068335955027205445)]",0.1725934139611676
4549,icse-icse2024,10_1145-3597503_3639156,9,502,568,"[('FFFFFF', 0.6042414847651647), ('FAEBDD', 0.032391560518489425), ('FAE9DB', 0.029491190168901858), ('F7CBAF', 0.015967818865383537), ('FAE6D6', 0.013369058975366142), ('F7B89C', 0.01071067841310813), ('F7CDB1', 0.0106615790359688), ('F7C8AA', 0.010658071937601706), ('FAE8D8', 0.010566887380057236), ('F4C6AF', 0.008013719768812076)]",0.3656781325402615
4550,icse-icse2024,10_1145-3597503_3639210,2,837,144,"[('FFFFFF', 0.8580163945307314), ('171615', 0.03335324571883712), ('FCFCFC', 0.02109053497942387), ('515050', 0.003219168989778309), ('C5C5C4', 0.003078122925793177), ('E2E2E2', 0.0017589273861675296), ('A9A8A8', 0.0015100225673702376), ('6E6E6D', 0.0013523828487986193), ('343332', 0.0011781494756405151), ('2D2D38', 0.0010785875481215982)]",0.1141975308641976
4551,icse-icse2024,10_1145-3597503_3623331,24,498,168,"[('FFFFFF', 0.5665877796901894), ('FCFCFC', 0.0686675272518646), ('D9D9D9', 0.06865557467967107), ('E5E5E5', 0.0607429718875502), ('333333', 0.059583572384777204), ('EBEBEB', 0.03811675272518646), ('FDE725', 0.016494549627079746), ('C4C4C4', 0.013016351118760757), ('E2E2E2', 0.011032224134633773), ('440154', 0.008271179957926946)]",0.3568081851214381
4552,icse-icse2024,10_1145-3597503_3623352,1,939,299,"[('FFFFFF', 0.7695620118178806), ('F3F3F3', 0.011009363836145333), ('E1E1E1', 0.010763603206998124), ('7E7E7E', 0.010432360619886664), ('373737', 0.010304137682940294), ('F2F2F2', 0.009378083138327617), ('E0E0E0', 0.00918218698465955), ('777777', 0.009089581530198282), ('2C2C2C', 0.008964920341500423), ('0D0D0D', 0.00417080719900556)]",0.1987028112878919
4553,icse-icse2024,10_1145-3597503_3639091,3,488,218,"[('FFFFFF', 0.5793822379305159), ('56B668', 0.10010903895322605), ('8ED08B', 0.09950744472853061), ('05712F', 0.022324785682057452), ('BCE4B5', 0.02227778613325312), ('F7FCF5', 0.011279891713039555), ('00441B', 0.01121409234471349), ('E1F4DC', 0.011073093698300496), ('404040', 0.0048033538878026775), ('D6D6D6', 0.004276958941194164)]",0.3954354038201231
4554,icse-icse2024,10_1145-3597503_3639085,5,502,327,"[('FFFFFF', 0.8084968992531404), ('F2F2F2', 0.059961986914726415), ('515050', 0.007754913069434799), ('535252', 0.005793340399868416), ('7590C8', 0.001821460336025927), ('4E4D4D', 0.0018031848142597805), ('D2DBED', 0.0017605419301387722), ('476BB5', 0.00141330701658199), ('6075A6', 0.0012366436395092413), ('A01212', 0.0007492963924120034)]",0.1216662402378253
4555,icse-icse2024,10_1145-3597503_3639128,9,494,243,"[('FFFFFF', 0.9249845887272787), ('BFBFBF', 0.00099965012245714), ('FDFDFD', 0.0008913546925242832), ('FEFEFE', 0.0008580330217757118), ('A0A0A0', 0.0008163809333399976), ('FCFCFC', 0.0007830592625914264), ('DFDFDF', 0.0007663984272171406), ('008080', 0.000699755085719998), ('F9F9F9', 0.0005914596557871412), ('FAFAFA', 0.0005914596557871412)]",0.0662268206127852
4556,icse-icse2024,10_1145-3597503_3623334,1,486,315,"[('FFFFFF', 0.6801946567378666), ('CFD5EA', 0.04279835390946502), ('E9EBF5', 0.042569730224051215), ('4472C4', 0.02436475275981449), ('70AD47', 0.0086811679404272), ('C00000', 0.0061009863478999286), ('ED7D31', 0.0054869684499314125), ('EDEFF7', 0.00486641844666536), ('EFF0F8', 0.004494088444705729), ('D9DDEE', 0.004036841073878111)]",0.3071395910902058
4557,icse-icse2024,10_1145-3597503_3639103,2,466,332,"[('FFFFFF', 0.851065205026113), ('000000', 0.027412224003309376), ('DFDFDF', 0.008687108950824758), ('D7D7D7', 0.00806660116862299), ('7F7F7F', 0.007898546977610011), ('121212', 0.003374011065722116), ('BFBFBF', 0.002973266456383474), ('202020', 0.0021717772377061895), ('C8C8C8', 0.0021588499922436527), ('5C5C5C', 0.0018033507420238896)]",0.1409069755416513
4558,icse-icse2024,10_1145-3597503_3639138,14,482,275,"[('FFFFFF', 0.644134288947567), ('248AF0', 0.10363636363636364), ('F5413B', 0.07389664277631082), ('FFB92F', 0.06972463221425877), ('F2F2F2', 0.02088268577895134), ('EBEBEB', 0.0191701244813278), ('404040', 0.006963410033949453), ('F1F1F1', 0.006473029045643153), ('EAEAEA', 0.004277631082610336), ('222222', 0.004089023010184836)]",0.3121765371557902
4559,icse-icse2024,10_1145-3597503_3623310,1,456,227,"[('FFFFFF', 0.8278363861194837), ('FDFDFD', 0.011805394543627792), ('E1E1E1', 0.010192055027436432), ('6E6E6E', 0.004086482726640389), ('BCBCBC', 0.003931911275987325), ('B7C0D1', 0.003777339825334261), ('64789B', 0.003651750521678646), ('FEFEFE', 0.0030914290130612874), ('EFEFEF', 0.0026856789550969936), ('FCFCFC', 0.001970785995826571)]",0.1391143055877588
4560,icse-icse2024,10_1145-3597503_3623301,5,1034,321,"[('FFFFFF', 0.8385123857384744), ('EFEFEF', 0.014973758262682503), ('C5C5C5', 0.014594141856022945), ('717171', 0.01451882114041589), ('FEFEFE', 0.012117596726862983), ('EAEAEA', 0.007366365986369964), ('323232', 0.006513735485698103), ('ADD8E6', 0.00186795374705496), ('FCFCFC', 0.00174442777345939), ('FFC0CB', 0.0017173123158408504)]",0.1367643425706665
4561,icse-icse2024,10_1145-3597503_3639165,4,426,204,"[('FFFFFF', 0.8220680290895701), ('FEFEFE', 0.0029112584000736447), ('808080', 0.0027386541471048514), ('DFDFDF', 0.0026350915953235756), ('FDFDFD', 0.00226686918899015), ('FCFCFC', 0.002094264936021357), ('A0A0A0', 0.0020482371352296786), ('202020', 0.001737549479885851), ('FAFAFA', 0.0016224799779066556), ('F8F8F8', 0.0015764521771149775)]",0.1565635643928933
4562,icse-icse2024,10_1145-3597503_3639167,10,531,255,"[('FFFFFF', 0.6690890292086703), ('FCD8DD', 0.04250950851150253), ('D9EECD', 0.039208301022857356), ('000000', 0.016158930615560726), ('A0A0A0', 0.008581662420146966), ('ACACAC', 0.004180052435286732), ('FEFEFE', 0.004135740925372032), ('FCFCFC', 0.003360289501864776), ('858585', 0.0033012074886451756), ('838383', 0.002695616853144271)]",0.3059488202060486
4563,icse-icse2024,10_1145-3597503_3623337,2,422,269,"[('FFFFFF', 0.6516851952994239), ('000000', 0.10568368012121426), ('FFE59A', 0.1035430504413397), ('FEFEFE', 0.0028629820821367536), ('F7F7F7', 0.0024577600028189363), ('F1F1F1', 0.002404904948994873), ('F2F2F2', 0.002387286597720185), ('F8F8F8', 0.002360859070808154), ('9D8383', 0.0023256223682587784), ('F5F5F5', 0.0023256223682587784)]",0.3273137299811478
4564,icse-icse2024,10_1145-3597503_3623331,20,456,338,"[('FFFFFF', 0.6488113775563168), ('FF8C1A', 0.07989463303228485), ('CAF5E9', 0.06503036437246963), ('FFAB19', 0.02434989099968857), ('59C059', 0.01156830686182913), ('000000', 0.006131267517907194), ('96EBD3', 0.004171857157687117), ('94EBD2', 0.0034451884148240424), ('FFAC19', 0.003205128205128205), ('CAF9F0', 0.002660126647980899)]",0.3434872313920893
4565,icse-icse2024,10_1145-3597503_3639231,5,500,179,"[('FFFFFF', 0.8103798882681564), ('CCCCCC', 0.027195530726256984), ('000000', 0.014659217877094972), ('606060', 0.011284916201117318), ('404040', 0.003206703910614525), ('BFBFBF', 0.0027374301675977654), ('020202', 0.002659217877094972), ('F8F8F8', 0.001553072625698324), ('DFDFDF', 0.001452513966480447), ('FDFDFD', 0.0014078212290502792)]",0.1751731843575432
4566,icse-icse2024,10_1145-3597503_3639101,1,498,96,"[('FFFFFF', 0.27574882864792505), ('C5E0B4', 0.25962182061579653), ('FBE5D6', 0.2038361780455154), ('C6E1B5', 0.011525267737617135), ('FFECDD', 0.005710341365461847), ('FFEFDF', 0.005689424364123159), ('CDEABC', 0.005145582329317269), ('C4DEB3', 0.005145582329317269), ('A3A3A3', 0.005061914323962516), ('FCE6D7', 0.005061914323962516)]",0.720109605087015
4567,icse-icse2024,10_1145-3597503_3639095,5,468,354,"[('FFFFFF', 0.887379883142595), ('000000', 0.0342604664638563), ('BFBFBF', 0.0066335892607079045), ('A0A0A0', 0.0015271138152494084), ('DFDFDF', 0.0011951325510647544), ('404040', 0.0011709884591240523), ('606060', 0.001074412091361244), ('FEFEFE', 0.0009295475397170312), ('808080', 0.0008631512868801004), ('FDFDFD', 0.0007303587812062389)]",0.105636438263557
4568,icse-icse2024,10_1145-3597503_3639108,2,735,224,"[('FFFFFF', 0.7347728377065111), ('DBDBDB', 0.0891399416909621), ('000000', 0.036983722060252675), ('BFBFBF', 0.027800048590864917), ('DFDFDF', 0.008928571428571428), ('A4A4A4', 0.008582361516034986), ('262626', 0.005448250728862973), ('D4D4D4', 0.003698979591836735), ('A0A0A0', 0.0021683673469387755), ('FEFEFE', 0.0017917881438289601)]",0.2575012147716229
4569,icse-icse2024,10_1145-3597503_3608135,1,502,181,"[('FFFFFF', 0.8006097158328014), ('FFC9A9', 0.011544980299795294), ('BEE1B0', 0.011258832075014857), ('808080', 0.011192797869296296), ('B7D8F1', 0.009189760295833242), ('BFBFBF', 0.007714996368118686), ('666666', 0.004105126455503951), ('FEFEFE', 0.002619356826836301), ('F7F7F7', 0.0024212542096806147), ('B7B7B7', 0.0023772314058682397)]",0.1841143712443039
4570,icse-icse2024,10_1145-3597503_3639212,8,461,182,"[('FFFFFF', 0.6763485971728922), ('664093', 0.012145121689590236), ('F2F2F2', 0.011036685657076113), ('43277E', 0.009904412290529426), ('F6F6F6', 0.006424161521775404), ('C5C5C4', 0.006388405520726562), ('8B8B8A', 0.00597125217515673), ('171615', 0.005744797501847394), ('EEEEEE', 0.005649448165717146), ('E1D2EB', 0.0051488641510333485)]",0.2693261185668989
4571,icse-icse2024,10_1145-3597503_3639219,4,929,173,"[('FFFBE0', 0.5045639229204129), ('F5F9EF', 0.2345551497352489), ('FFFFFF', 0.03781180584505684), ('1A4573', 0.008536744712755963), ('537496', 0.005631016009507395), ('8DA2B9', 0.0037706029853718025), ('AAB7B8', 0.0037394923996839162), ('688E44', 0.0035714952369693314), ('B9CBA6', 0.0035714952369693314), ('AABACB', 0.001879079375548324)]",0.9621695278035304
4572,icse-icse2024,10_1145-3597503_3639215,1,476,150,"[('FFFFFF', 0.7890896358543418), ('FFE6CC', 0.04071428571428572), ('D5E8D4', 0.02), ('DAE8FC', 0.010364145658263305), ('FFF2CC', 0.010238095238095239), ('E1D5E7', 0.01), ('B0E3E6', 0.009481792717086835), ('404040', 0.005420168067226891), ('FEFEFE', 0.0021148459383753503), ('5E5E5E', 0.0018627450980392157)]",0.193977591036415
4573,icse-icse2024,10_1145-3597503_3639087,1,149,401,"[('FFFFFF', 0.9625600428459054), ('C1DCBA', 0.031799695392391504), ('017101', 0.00011715677249828448), ('FAFCFA', 6.694672714187685e-05), ('FEFEFE', 6.694672714187685e-05), ('AACFA4', 5.021004535640764e-05), ('ADD2A7', 5.021004535640764e-05), ('808080', 5.021004535640764e-05), ('9A9A9A', 5.021004535640764e-05), ('7BB677', 5.021004535640764e-05)]",0.0368876466551738
4574,icse-icse2024,10_1145-3597503_3623309,1,502,752,"[('FFFFFF', 0.5879328430957023), ('F5F5F5', 0.19164830041535982), ('F8CECC', 0.06864298126642367), ('DAE8FC', 0.05832520979910147), ('FFF2CC', 0.017244850385691277), ('808080', 0.006662181062982114), ('7A7A7A', 0.004399953377977452), ('000000', 0.003859561752988048), ('AAAAAA', 0.003586716961939476), ('AEAEAE', 0.001388064762227685)]",0.2133248919216755
4575,icse-icse2024,10_1145-3597503_3639147,4,1054,126,"[('FFFFFF', 0.8775488690099695), ('A0A0A0', 0.01633233938736785), ('000000', 0.016121502364386614), ('808080', 0.001995421824643836), ('606060', 0.0011068943706514865), ('DFDFDF', 0.0010843046896177825), ('404040', 0.0009487666034155598), ('FDFDFD', 0.0008584078792807445), ('FEFEFE', 0.0008282883045691395), ('FCFCFC', 0.0007981687298575344)]",0.1141305984759495
4576,icse-icse2024,10_1145-3597503_3639121,3,506,371,"[('FFFFFF', 0.4017717311400658), ('EFEFEF', 0.10744382770633797), ('F3F3F3', 0.04230101317878184), ('A4C2F4', 0.02321468523273281), ('D9D2E9', 0.01095745927575296), ('8E7CC3', 0.009844134536505332), ('B4A7D6', 0.009061078380192407), ('FEFEFE', 0.008842674962445266), ('FCFCFC', 0.0071380629214919614), ('F5F5F5', 0.006701256085997678)]",0.4951418556832818
